nom	ville	province	region	telephone	email	site_web	source_url
Caseificio Azienda Iannì	Reggio di Calabria	RC	Calabria	965923606		https://wa.me/+390965923606?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/caseificio-ianni-reggio-calabria
Tenuta Torre Garga	San Giovanni in Fiore	CS	Calabria	9.84993E+18		https://wa.me/+393289084558?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/tenutaditorredigarda
Azienda agricola Beatrice e Michele Salazar	Soveria Simeri	CZ	Calabria	961798450			https://www.paginegialle.it/aziendagricolabeatricemichelesalazar
Capogreco Agricoltura	Locri	RC	Calabria	3201876575		https://wa.me/+393201876575?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-capogreco-locri-rc
Tenuta Tocci	San Cosmo Albanese	CS	Calabria	3383462590	info@tenutatocci.it	https://www.tenutatocci.it	https://www.paginegialle.it/olio-extravergine-di-oliva-tenuta-tocci
Società Agricola Sabatino Cipolla Rossa di Tropea Igp	Amantea	CS	Calabria	9.82416E+17		https://wa.me/+393939118132?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/societaagricolasabatino
Ta.Ca di Talarico Carlo Azienda Agricola / U Buccacciu Punto Vendita	Lamezia Terme	CZ	Calabria	3920734347		https://wa.me/+393920734347?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/tacaditalaricocarloaziendaagricola
Ortofrutticoltura Sosto e Ardito	Rose	CS	Calabria	3.92506E+29		https://wa.me/+393925063404?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/ingrosso-ortofrutticoltura-sosto-ardito-cs
Frantoio Oleario Comerci	Nicotera	VV	Calabria	3663799629		https://wa.me/+393663799629?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoiooleariocomerci
Oleificio di Petrolo Pata	Limbadi	VV	Calabria	3917083510		https://wa.me/+393917083510?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/olio-extravergine-bio-petrolopata-frantoi-vv
Riso Masseria Fornara	Sibari	CS	Calabria	9.81781E+18			https://www.paginegialle.it/masseriafornara
Cooperativa Cinque Talenti	Reggio di Calabria	RC	Calabria	3491661759		https://wa.me/+393491661759?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cooperativa-cinque-talenti-rc
Azienda Agricola Cerminara	Taverna	CZ	Calabria	3341764824		https://wa.me/+393341764824?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-cerminara-taverna-cz
Azienda Agricola Aversente	Corigliano-Rossano	CS	Calabria	3332169178		https://wa.me/+393332169178?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-aversente
Azienda Agricola Di Leo Francesco e Figli	Rocca Imperiale	CS	Calabria	3385622244		https://wa.me/+393385622244?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/dileofrancescoaziendagricolaroccaimperiale
Azienda Agricola Ortofrutta Silvestri	Marina di Roseto Capo Spulico	CS	Calabria	3.42168E+19		https://wa.me/+393421677704?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-ortofrutta-silvestri-roseto-capo-spulico-cs
Azienda Agricola I Pucci	Catanzaro	CZ	Calabria	9.61873E+28		https://wa.me/+393351260668?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-i-pucci-catanzaro
Rinascita Onlus	Melito di Porto Salvo	RC	Calabria	965771754			https://www.paginegialle.it/cooperativarinascitaonlus
Rose Blu Societa' Cooperativa Sociale	Villa San Giovanni	RC	Calabria	965794275			https://www.paginegialle.it/roseblusocietacooperativasociale-villasangiovanni
A. Arceri Societa' Agricola S.S.	Laureana di Borrello	RC	Calabria	966900604			https://www.paginegialle.it/laureana-di-borrello-rc/cooperativa-lavoro/a.arceri-societa-agricola-s.s.
Argano Societa' Cooperativa	Villapiana	CS	Calabria	981500595			https://www.paginegialle.it/villapiana-cs/cooperativa-lavoro/coop-argano
Ass. Guide e Scout Cattolici Italiani - Com. Reg.Le Calabria	Lamezia Terme	CZ	Calabria	9.68232E+16			https://www.paginegialle.it/lamezia-terme-cz/ass.-guide-scout-cattolici-italiani-com.-reg.le-ca
Athena Societa' Cooperativa	Reggio di Calabria	RC	Calabria	965892840			https://www.paginegialle.it/reggio-di-calabria-rc/societa-cooperativa-athena
Basi Nuove Societa	Lamezia Terme	CZ	Calabria	968432263			https://www.paginegialle.it/lamezia-terme-cz/cooperativa-lavoro/basi-nuove-societa-cooperativa-sociale-di-servizi-a
B&B Alguer	Scilla	RC	Calabria	3.4064E+19		https://wa.me/+393406398159?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/prato-po/infermieri/assistenza-domiciliare-vita-bella
Biotech	Scandale	KR	Calabria	3487502625		https://wa.me/+393487502625?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/scandale-kr/cooperativa-lavoro/biotech
Caligiuri Manlio	Celico	CS	Calabria	984434514			https://www.paginegialle.it/celico-cs/cooperativa-lavoro/caligiuri-manlio
Cantieri Societa	Cosenza	CS	Calabria	984484828			https://www.paginegialle.it/cosenza-cs/cantieri-societa-cooperativa-sociale
C.I.B. Costruzioni Internazionali Basilicata S.r.l.	Corigliano Scalo	CS	Calabria	9.83884E+28			https://www.paginegialle.it/schiavonea-cs/cooperativa-lavoro/c-i-e-costruzioni-impianti-europa_2
Citta del Sole Societa	Reggio di Calabria	RC	Calabria	965349087			https://www.paginegialle.it/reggio-di-calabria-rc/cooperativa-lavoro/citta-sole-solidarieta
Consorzio Sibarit	Castrovillari	CS	Calabria	9.81415E+28			https://www.paginegialle.it/castrovillari-cs/consorzio-sibarit-op-soc.-coop.-agricola
Consorzio Sociale Goel Societa' Cooperativa Sociale	Siderno	RC	Calabria	964381828			https://www.paginegialle.it/siderno-rc/cooperativa-lavoro/consorzio-sociale-goel
Coop. Contabile a R. L.	Cosenza	CS	Calabria	9.84313E+16			https://www.paginegialle.it/cosenza-cs/cooperativa-lavoro/cooperativa-contabile-a.r.l._2
Coop. Contabile a R. L.	Piano Lago	CS	Calabria	984969057			https://www.paginegialle.it/mangone-cs/cooperativa-lavoro/coop-contabile-r-l
Cooperativa Ecoservices	Gioia Tauro	RC	Calabria	9.66421E+28		https://wa.me/+393288075869?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/gioia-tauro-rc/eco-services-cooperativa-sociale
Cooperativa Futura R.L	San Giovanni in Fiore	CS	Calabria	3396219447		https://wa.me/+393396219447?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/san-giovanni-in-fiore-cs/cooperativa-lavoro/cooperativa-futura-r-l
Cooperativa Le Tre Province	Catanzaro	CZ	Calabria	961752329			https://www.paginegialle.it/catanzaro-cz/cooperativa-tre-province
Cooperativa San Pio	Polistena	RC	Calabria	9.66949E+28		https://wa.me/+393332948293?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/polistena-rc/agrumi/cooperativa-san-pio-s-c-a-r-l-centro-raccolta-agr
Cooperativa Servizi Crotone - Societa' Cooperativa	Crotone	KR	Calabria	96229993			https://www.paginegialle.it/crotone-kr/cooperativa-lavoro/cooperativa-servizi-crotone-co.se.c.
Cooperativa Servizi Crotone - Societa' Cooperativa	Crotone	KR	Calabria	9.623E+26			https://www.paginegialle.it/crotone-kr/cooperativa-lavoro/coop-servizi-crotone-soc-cooperativa
Cooperativa Servizi Sociali Skinner  Aise Italia	Reggio di Calabria	RC	Calabria	965026090			https://www.paginegialle.it/reggio-di-calabria-rc/cooperativa-lavoro/cooperativa-servizi-sociali-skinner_6
Cooperativa Sociale Statua di San Francesco- Societa' Cooperativasociale a Responsabilita' Limitata	Reggio di Calabria	RC	Calabria	965601120			https://www.paginegialle.it/reggio-di-calabria-rc/cooperativa-lavoro/statua-di-san-francesco-in
Le Colline del Gelso	Corigliano-Rossano	CS	Calabria	9.83569E+28		https://wa.me/+393355366452?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agriturismo-masseria-mazzei
Masseria Adornato - Ristorante - Agriturismo - Sala Ricevimenti ed Eventi	Rizziconi	RC	Calabria	9.66937E+28		https://wa.me/+393791407275?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/masseriaadornato
Agriturismo Masseria I Risi Restaurant	Lamezia Terme	CZ	Calabria	9.68407E+18		https://wa.me/+393770417010?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/lamezia-terme-cz/agriturismo/agriturismo-masseria-risi-societa-agricola-muraca_4
Agriturismo Leonia - La Masseria Zurlo	Scandale	KR	Calabria	3283856265		https://wa.me/+393283856265?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/scandale-kr/ristoranti/agriturismo-leonia-masseria-zurlo
Agriturismo Masseria Tufaro	Albidona	CS	Calabria	3471537806		https://wa.me/+393471537806?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/albidona-cs/ristoranti/agriturismo-masseria-tufaro
Antica Masseria dal Massaro	Cariati	CS	Calabria	3.31482E+19		https://wa.me/+393314816134?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cariati-cs/antica-masseria-massaro
Griglieria Masseria Forciniti	Cariati	CS	Calabria	98391592			https://www.paginegialle.it/cariati-cs/ristoranti/griglieria-masseria-forciniti_9794497
Iru Sushibar	Palmi	RC	Calabria	3245675942		https://wa.me/+393245675942?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/palmi-rc/ristoranti/masseria-urbana-cucina-contadina-di-ruggiero-giovanni
Masseria Brica Rossa	Corigliano-Rossano	CS	Calabria	3332705024		https://wa.me/+393332705024?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/corigliano-rossano-cs/agriturismo/masseria-brica-rossa
Masseria Capoliscio	Roseto Capo Spulico	CS	Calabria	3288133703		https://wa.me/+393288133703?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/roseto-capo-spulico-cs/ristoranti/masseria-capoliscio_2
Masseria Capoliscio	Roseto Capo Spulico	CS	Calabria	3209776494		https://wa.me/+393209776494?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/roseto-capo-spulico-cs/masseria-capoliscio
Masseria Caporelli	San Costantino Calabro	VV	Calabria	963331241		https://www.masseriacaporelli.it	https://www.paginegialle.it/san-costantino-calabro-vv/ortofrutticoltura/masseria-caporelli
Masseria Cielogreco	Amendolara	CS	Calabria	9.81915E+18		https://wa.me/+393482446025?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/amendolara-cs/agriturismo/masseria-cielogreco-di-blefari-melazzi-teofilo
Masseria Cielogreco	Amendolara	CS	Calabria	9.81915E+39		https://wa.me/+393471729707?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/amendolara-cs/agriturismo/masseria-cielogreco-di-blefari-melazzi-teofilo_13488712
Masseria degli Aranci	Reggio di Calabria	RC	Calabria	3454456864		https://wa.me/+393454456864?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/reggio-di-calabria-rc/ristoranti/masseria-degli-aranci
Masseria del Tono	Ricadi	VV	Calabria	963663596		http://www.masseriadeltono.com	https://www.paginegialle.it/ricadi-vv/alberghi/masseria-del-tono_21156732
Masseria della Piana	Reggio di Calabria	RC	Calabria	3481000710		https://wa.me/+393481000710?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/reggio-di-calabria-rc/formaggi/cooperativa-fattoria-della-piana-societa-agricola
Masseria di Tufaro Antonio	Trebisacce	CS	Calabria	9.81575E+17		https://wa.me/+393471537806?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/trebisacce-cs/agriturismo/masseria-tufaro-antonio
Masseria Farina	Amendolara	CS	Calabria	3291085406		https://wa.me/+393291085406?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/amendolara-marina-cs/ristoranti/agriturismo-masseria-farina
Masseria Monte Poro	Limbadi	VV	Calabria	3899210822		https://wa.me/+393899210822?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/limbadi-vv/ristoranti/masseria-monte-poro
Masseria Petrella	Satriano	CZ	Calabria	3470934871		https://wa.me/+393470934871?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/satriano-cz/ristoranti/masseria-petrella_20339122
Masseria Torre di Albidona	Trebisacce	CS	Calabria	9.81508E+18		https://wa.me/+393282790822?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/trebisacce-cs/ristoranti/masseria-torre-di-albidona
Frantoio Oleario Giulia Vuoto	Cerchiara di Calabria	CS	Calabria	981239503			https://www.paginegialle.it/frantoio-oleario-giulia-vuoto
Bar Winner	Sant'Agata del Bianco	RC	Calabria	9.64956E+18		https://wa.me/+393299768129?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/barwinnercarneli
Gruppo Oleario Meridionale Archinà	Siderno Marina	RC	Calabria	964381032			https://www.paginegialle.it/gruppooleariomeridionale
Punto Olio Extravergine D’ Oliva	Isola di Capo Rizzuto	KR	Calabria	3.80193E+19		https://wa.me/+393801927934?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/puntolio-isola-capo-rizzuto-kr
Olearia San Giorgio	San Giorgio Morgeto	RC	Calabria	9.66941E+18			https://www.paginegialle.it/olearia-san-giorgio-san-giorgio-morgeto
Agricalabria	Castrolibero	CS	Calabria	3488352004			https://www.paginegialle.it/agricalabria-castrolibero
Frantoio   Oleario  Rizzo  S.a.s. di Roberta Rizzo & C.	Santa Maria del Cedro	CS	Calabria	3398448692			https://www.paginegialle.it/frantoiooleariorizzosasdirobertarizzoc-santamariadelcedro
Frantoio Eredi Elvira de Leo-Olio Kouvala	Bagnara Calabra	RC	Calabria	3803115751			https://www.paginegialle.it/frantoioeredielviradeleo-oliokouvala-bagnaracalabra
Oleificio petrolo pata	Limbadi	VV	Calabria	3917083510		https://wa.me/+393917083510?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/oleificiopetrolopata-limbadi
Oleificio delle Grazie S.n.c. di Loccisano Aldo Oppedisano Antonio e Oppedisano Cosimo	San Giovanni di Gerace	RC	Calabria	964368053			https://www.paginegialle.it/san-giovanni-di-gerace-rc/frantoi-oleari/oleificio-delle-grazie-s-n-c-di-loccisano-aldo-oppedisano
Fragomeli Giovanni Frantoio Olivicolo	Roccella Jonica	RC	Calabria	96484029			https://www.paginegialle.it/marina-di-gioiosa-ionica-rc/frantoi-oleari/fragomeli-giovanni-frantoio-olivicolo
Frantoio Dianto S.n.c. di Fazio Mario & C. Societa' Agricola	Feroleto Antico	CZ	Calabria	3498666910		https://wa.me/+393498666910?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/feroleto-antico-cz/frantoi-oleari/frantoio-oleario-f.lli-fazio-vincenzo-mario
Frantoio Oleario Azienda Agricola Mastroianni Antonio	Gizzeria	CZ	Calabria	968466859			https://www.paginegialle.it/gizzeria-cz/mastroianni-antonio
Frantoio Oleario Caloiero	Luzzi	CS	Calabria	3398765737		https://wa.me/+393398765737?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/luzzi-cs/frantoi-oleari/frantoio-oleario-caloiero
Frantoio Oleario Cerchiara	Francavilla Marittima	CS	Calabria	981902334			https://www.paginegialle.it/francavilla-marittima-cs/antonio-oleario-cerchiara
Frantoio Oleario Gaudio di Gaudio Umberto e C. S.a.s.	San Marco Argentano	CS	Calabria	3886597316		https://wa.me/+393886597316?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/san-marco-argentano-cs/frantoi-oleari/frantoio-oleario-gaudio-di-gaudio-umberto-e-c-s-a-s
Frantoio Oleario Laffusa S.a.s. di Carmine Laffusa & C.	Firmo	CS	Calabria	9.8194E+18		https://wa.me/+393288455147?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/firmo-cs/frantoi-oleari/frantoio-oleario-laffusa-carmine-laffusa-c.
Frantoio Oleario Rovitti di Capraro Rosa	Cerchiara di Calabria	CS	Calabria	981992288			https://www.paginegialle.it/cerchiara-di-calabria-cs/frantoi-oleari/frantoio-oleario-rovitti-di-capraro-rosa
Frantoio Stella di Marino Pierluigi	Cropalati	CS	Calabria	98361145			https://www.paginegialle.it/cropalati-cs/frantoi-oleari/oleificio-stella-marino-domenico
Oleificio Boscari di Iantorno & Gualano S.n.c.	Altomonte	CS	Calabria	9.81911E+18			https://www.paginegialle.it/altomonte-cs/frantoi-oleari/oleificio-boscari-di-iantorno-and-gualano-s-n-c
Arssa Agenzia Regionale per Lo Sviluppo Agricolo della Calabria	Tarsia	CS	Calabria	981952033			https://www.paginegialle.it/tarsia-cs/cantine-sociali/e.s.a.c.
Cantina Amarcord 1985	Amantea	CS	Calabria	3481927441		https://wa.me/+393481927441?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cantina-enoteca-wine-bar-amarcord-1985-amantea-cs
Micuicola Cantina	Marina di Gioiosa Ionica	RC	Calabria	964411657			https://www.paginegialle.it/cantinamicuicola
Cantine Lento Società Cooperativa	Amato	CZ	Calabria	96828028			https://www.paginegialle.it/cantine-lento-amato
Cantine Piacentini	Lattarico	CS	Calabria	3357495253		https://wa.me/+393357495253?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cantinepiacentini
Cantina Virelli Vino Calabro il puttino	Cutro	KR	Calabria	3315259284		https://wa.me/+393315259284?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cantinavirellivinocalabroilputtino-cutro
La Cantina dell'Orologio	Polistena	RC	Calabria	3401395173			https://www.paginegialle.it/polistena-rc/ristoranti/la-cantina-dell-orologio
Molo 17 La Cantina con Cucina	Tropea	VV	Calabria	96361700			https://www.paginegialle.it/tropea-vv/alberghi/molo-17-la-cantina-con-cucina
La Cantina del Barone	Gioia Tauro	RC	Calabria	9.66514E+37		https://wa.me/+393490921338?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/gioia-tauro-rc/cantina-barone
A Cantina	Cariati	CS	Calabria	9837680811			https://www.paginegialle.it/cariati-cs/enoteca/cantina
A Cantina Cosentina	Cosenza	CS	Calabria	9.84215E+16		https://wa.me/+39360644519?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cosenza-cs/ristoranti/affavori
Agriturismo Le Cantine di Villa Bitonti	Casali del Manco	CS	Calabria	3453242618		https://wa.me/+393453242618?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/spezzano-piccolo-cs/ristoranti/agriturismo-le-cantine-di-villa-bitonti
Bistrot La Cantina	Corigliano-Rossano	CS	Calabria	9.83808E+18		https://wa.me/+393332333254?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/corigliano-rossano-cs/ristoranti/servidio-patrizia
Cantina del Macellaio	Gioiosa Ionica	RC	Calabria	3202842968		https://wa.me/+393202842968?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/gioiosa-ionica-rc/ristoranti/cantina-del-macellaio
Cantina Enoteca Pub World Wine	Amantea	CS	Calabria	3441825274		https://wa.me/+393441825274?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/amantea-cs/world-wine-societa-a-responsabilita-limitata-semplificata
Cantina Enotria Azienda Vitivinicola - Produttori Agricoli Associ Ati - Societa' Semplice Agricola	Cirò Marina	KR	Calabria	962371181			https://www.paginegialle.it/ciro-marina-kr/vini-e-spumanti/cantina-enotria-azienda-vitivinicola-produttori-agricoli-associ-ati-societa-semplice-agricola
Cantina Malena	Cirò Marina	KR	Calabria	9.62318E+27		https://wa.me/+393517187025?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/ciro-marina-kr/enoteca/cantina-malena_17664401
Cantina Mascaro	San Giovanni in Fiore	CS	Calabria	3297781098		https://wa.me/+393297781098?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/san-giovanni-in-fiore-cs/vini-e-spumanti/antonio-mascaro
Cantina Trattoria Pinello da Quaglia	San Giovanni in Fiore	CS	Calabria	3203573928		https://wa.me/+393203573928?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/san-giovanni-in-fiore-cs/ristoranti/cantina-trattoria-pinello-da-quaglia
Cantine Dastoli di Maiolo Antonella	Filadelfia	VV	Calabria	9.68726E+28		https://wa.me/+393388349320?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/filadelfia-vv/maiolo
Cantine De Luca	Melissa	KR	Calabria	962935802			https://www.paginegialle.it/melissa-kr/vini-e-spumanti/societa-agricola-de-luca-s-r-l_18900811
Cantine Feudo Gagliardi di Vozzo Teresa	Roccella Jonica	RC	Calabria	3.88753E+48		https://wa.me/+393887525642?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/roccella-jonica-rc/aziende-agricole/vozzo-teresa
Cantine Ielasi	Bianco	RC	Calabria	3.47702E+19		https://wa.me/+393477015285?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/bianco-rc/vini-e-spumanti/cantine-ielasi
Cantine Lento Societa' Cooperativa	Lamezia Terme	CZ	Calabria	9.68238E+36		https://wa.me/+393357579446?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/lamezia-terme-cz/enoteca/lento
Societa' Agricola Eurofrutticola Sud	San Valentino Torio	SA	Campania	8.15185E+28		https://wa.me/+393313998440?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/eurofrutticolasud
Azienda Agricola La Vecchia Fattoria	Angri	SA	Campania	8.15132E+18		https://wa.me/+393476920692?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendaagricolalavecchiafattoria
Molino Parente	Castelvenere	BN	Campania	3495892449		https://wa.me/+393495892449?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/molino-parente-castelvenere-bn
Agriturismo Fontana Madonna	Frigento	AV	Campania	8.25445E+18		https://wa.me/+393337969793?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agriturismo-fontana-madonna-frigento-av
Ristorante Pizzeria Sant'Agata	Laviano	SA	Campania	828915266			https://www.paginegialle.it/ristorantepizzeriasantagata
Agriturismo Le Campestre	Castel di Sasso	CE	Campania	3.47058E+19		https://wa.me/+393470580014?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendaagrituristicalecampestre
Noci Sgusciate	Taurano	AV	Campania	3392626039		https://wa.me/+393392626039?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/nocisgusciate
Bernardo Alimenti Zootecnici	Ariano Irpino	AV	Campania	8.25824E+18		https://wa.me/+393273786273?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cereali-e-granaglie-bernardo-alimenti-zootecnici-ariano-irpino
Ge.Ca Legumi Spa	Nola	NA	Campania	8.18211E+18			https://www.paginegialle.it/geca-legumi
Gruppo Neda	Ottaviano	NA	Campania	3334712751		https://wa.me/+393334712751?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/grupponeda
Agriturismo Al Centimolo - Azienda Agricola	Caianello	CE	Campania	8.23923E+18			https://www.paginegialle.it/al-centimolo-agriturismo
Azienda Agricola Zafferano del Matese	Sassinoro	BN	Campania	3.91799E+19		https://wa.me/+393917992005?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/zafferano-del-matese-azienda-agricola-sassinoro-bn
Azienda Agricola Cifrodelli	Laviano	SA	Campania	3381336668		https://wa.me/+393381336668?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-cifrodelli-laviano-sa
Sole e Sapori - Società Cooperativa Agricola	San Bartolomeo in Galdo	BN	Campania	3289149285		https://wa.me/+393289149285?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/sole-e-sapori-san-bartolomeo-in-galdo-bn
Azienda Agricola Pacifico	San Bartolomeo in Galdo	BN	Campania	3402466671		https://wa.me/+393402466671?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendaagricolapacifico
Agriturismo Le Peonie	Sant'Angelo a Cupolo	BN	Campania	8.24416E+17		https://wa.me/+393357697941?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agriturismo-le-peonie
Aziende Agricole De Divitiis	Picciola	SA	Campania	8.92032E+17		https://wa.me/+393456183946?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziende-agricole-de-divitiis-pontecagnano-faiano-sa
Ortofrutta Desiderio	Capaccio Paestum	SA	Campania	8.28724E+18		https://wa.me/+393207167971?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/ortofrutta-desiderio-capaccio
Frida	Casoria	NA	Campania	817583071			https://www.paginegialle.it/fridasrl-ingrossoortofrutta
La Selva	Vairano Patenora	CE	Campania	8.23148E+19		https://wa.me/+393384583910?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendaagricolalaselva-ce
Molino Gismondi	San Salvatore Telesino	BN	Campania	8.24949E+19			https://www.paginegialle.it/molinogismondi
Terravecchia Olio Samnium	Frasso Telesino	BN	Campania	824973016			https://www.paginegialle.it/terravecchia-olio-samnium-frasso-telesino-bn
Azienda Agricola Di Cicco	Villa Literno	CE	Campania	3382664785		https://wa.me/+393382664785?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendaagricoladiciccoantonio
Sertura Vini d'Irpinia	Montefalcione	AV	Campania	3888992450		https://wa.me/+393888992450?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/sertura-vini-d-irpinia-azienda-vinicola-montefalcione
Il Foro Greco	Campoli del Monte Taburno	BN	Campania	8.24873E+18		https://wa.me/+393280128034?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agraria-il-foro-greco-campoli-monte-taburno-bn
Logi Service Soc.Coop.Arl	Mercato San Severino	SA	Campania	898283026			https://www.paginegialle.it/logi-service-sa
Coop. Portuali Capresi	Capri	NA	Campania	8.18371E+18			https://www.paginegialle.it/cooperativaportualicapresi
Le Ali di Pegaso	Cava de' Tirreni	SA	Campania	8.94631E+17		https://wa.me/+393288316626?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/le-ali-di-pegaso-cooperativa-onlus-salerno
